old_issue_id,new_customer_question_id,issue_name
10280,1058,UPDATED,"-Изменение врезки в пожарную магистраль."
10282,1059,UPDATED,"-Панель управления локального пожаротушения"
23194,1060,UPDATED,"исправить узел крепления насоса"
14476,1065,UPDATED,"Внесения изменения в чертеж (внутренние вертикальные трапы ) зам. РС"
16050,1066,UPDATED,"-корректировка чертежа"
23051,1067,UPDATED,"Изоляция ниш ДБА в пом.1101 и пом.1202"
22095,1068,UPDATED,"Добавить узлы сварки."
19589,1070,UPDATED,"305-001 Установка днищевых вопрос"
18387,1071,UPDATED,"Ревизионный люк под захлопкой вентилятора ВДГ."
19594,1073,UPDATED,"Установка электрообогревателя в помещении №306"
19600,1075,UPDATED,"Прием пресной воды с берега"
19632,1076,UPDATED,"Согласование замен"
20364,1078,UPDATED,"804-001 п. 016"
23527,1079,UPDATED,"узел буфера на двери"
18517,1080,UPDATED,"Расчеты нагрузки в помещении рыбофабрики при подрезке тавра по замечанию заказчика."
18400,1081,UPDATED,"Фундамент гидр. насоса в пом. кормовой гидравлики"
19881,1082,UPDATED,"в ч-же 03070-304-200 (рев. а3)  вопрос к ТТ поз. 4"
20067,1083,UPDATED,"821-001 Забойные участки трубопроводов"
18873,1085,UPDATED,"Подкрепление цистерны сбора шлама в МО"
22775,1088,UPDATED,"Добавить в чертеж узел крепления и заземления"
22774,1089,UPDATED,"Добавить в чертеж узлы крепления и заземления трансформаторов"
19353,1093,UPDATED,"Трубопроводы п. 121-139"
19633,1094,UPDATED,"813-001 Размер втулки!"
18548,1095,UPDATED,"Фундамент насоса управления носовой гидравлики."
19152,1096,UPDATED,"Подкладные планки для зашивки цистерн"
20928,1097,UPDATED,"803-001 п: 087 - 088"
17663,1098,UPDATED,"Замечание заказчика."
21291,1099,UPDATED,"Доработка BS08 rev.B"
19782,1100,UPDATED,"701-001 Насыщение шп 86"
19773,1102,UPDATED,"721-001 АТ (Изготовление трубопроводов)"
20499,1103,UPDATED,"Замечания к ч. 200101-228-571.4"
19683,1104,UPDATED,"Аннулировать скоб трапы и вертикальные в МО"
19686,1105,UPDATED,"821-001 Насыщение шп 24 и шп 28"
19741,1106,UPDATED,"805-001 Координаты насыщения"
19854,1107,UPDATED,"Комингс на горловины 034.042, 034.043"
18488,1108,UPDATED,"Трассировка трубопроводов"
19143,1109,UPDATED,"200101-821-001СБ СИСТЕМА ВОЗДУШНЫХ И ПЕРЕЛИВНЫХ ТРУБ_rev3"
19685,1110,UPDATED,"821-001 РЕВИЗИЯ 6 , ОШИБКИ ВСЕ ТЕ ЖЕ"
19953,1111,UPDATED,"721-003 Высоты трубопровода п. 010-011"
19754,1112,UPDATED,"200101-577-001 (Система отопления. Трубопровод ниже палубы 1 в р-не корма-32 шп)"
20410,1113,UPDATED,"702-001 Насыщение п.1354"
19703,1114,UPDATED,"сливная пробка"
19708,1115,UPDATED,"Вытяжка над автоклавами в консервном цехе."
19702,1116,UPDATED,"Установка сливных пробок в поддон"
19727,1117,UPDATED,"ФУНДАМЕНТ ОХЛАДИТЕЛЯ МАСЛА ГДГ 721.018
200101-263-721.18"
19711,1118,UPDATED,"Траловые блоки"
19707,1119,UPDATED,"Применения солнцезащитных шторок"
19732,1120,UPDATED,"СИСТЕМА СМАЗОЧНОГО МАСЛА. ТРУБОПРОВОД ГДГ И ВДГ 200101-710-004"
18518,1121,UPDATED,"Ремарка №398"
19841,1122,UPDATED,"813-001 АТ п 133"
19842,1123,UPDATED,"577-001 Свободные фланцы"
19714,1124,UPDATED,"Фундаменты в пом. МО № 0221"
19726,1125,UPDATED,"841-001  корректировка"
18826,1127,UPDATED,"Доработка крепежа фланцев ДБА"
19767,1128,UPDATED,"813-001 Длины трубопроводов"
19766,1129,UPDATED,"813-001 Длины отростков на трубопроводах"
19772,1130,UPDATED,"821-001  Насыщение"
19783,1132,UPDATED,"821-001 Трубопроводы и оборудование"
19786,1133,UPDATED,"столы поз. 7 и поз. 9 не соответствуют ""эскизам на изготовление столов..."" файл прикреплён ниже"
19241,1134,UPDATED,"вопрос по фундаменту 03070-263-0086, так как в перечне его нет (вписал что-то близкое)"
19730,1138,UPDATED,"ФУНДАМЕНТ ОХЛАДИТЕЛЯ МАСЛА ГДГ 721.014 200101-263-721.14"
17721,1139,UPDATED,"Корректировка чертежа 03070-743-051 А3"
19118,1140,UPDATED,"поз.9 заказанная по спецификации не обеспечивает обжатие кранца"
22717,1141,UPDATED,"Ледостойкая краска подводной части судна"
15538,1142,UPDATED,"-разработать чертеж"
18862,1143,UPDATED,"Стаканы системы гидравлики."
18908,1144,UPDATED,"Мероприятия по накренению заказа для врезки шпигатов."
19845,1145,UPDATED,"Перенос тепловентилятора"
19791,1146,UPDATED,"Конструкция МО Аннулированая цистерна"
20367,1149,UPDATED,"710-001 Суфлер"
19849,1150,UPDATED,"Патрубки ДБА"
19851,1151,UPDATED,"581-001 #20 Насыщение"
20346,1152,UPDATED,"Замечания к чертежу"
22962,1156,UPDATED,"Установка рыбопоискового оборудования"
22141,1157,UPDATED,"Согласование толщины полиамидной прокладки для терморазрыва."
19853,1158,UPDATED,"721-001 Трубопроводы к охладителям"
19855,1161,UPDATED,"Вид и протяжённость сварочного шва."
19940,1162,UPDATED,"Уточнить количество материала по спецификации 200101-511-108."
19860,1163,UPDATED,"Изменение конструкции верт. трапа пом. 0116"
19870,1164,UPDATED,"Установка опреснительной установки"
19869,1165,UPDATED,"Установка ручных лебедок кран-балки"
19902,1166,UPDATED,"582-001 п 42-46"
19889,1168,UPDATED,"Арматура на таранной переборке снабжена дистанционным приводом, выведена на траловую палубу."
23193,1169,UPDATED,"исправить узел крепления"
22940,1171,UPDATED,"Монтаж центрального кондиционера"
19927,1172,UPDATED,"Изменение поз. 103/5"
22941,1173,UPDATED,"Монтаж рециркуляра рулевой рубки"
19910,1174,UPDATED,"200101-701-001 (Система отопления. Трубопровод приема и перекачки)"
20234,1175,UPDATED,"Сеппараторы"
19949,1176,UPDATED,"Согласование замены ТМЦ"
20050,1177,UPDATED,"Невозможно установить контейнер в МО"
17709,1178,UPDATED,"Необходимость корректировки схемы ПДСП."
19947,1179,UPDATED,"582-001 Высота трубопроводов"
19948,1180,UPDATED,"710-002 Трассировка трубопровода п.9-10"
23763,1181,UPDATED,"Корректировка РКД СП к чертежу 200101-412-020"
19969,1182,UPDATED,"Установка щита P43"
19216,1183,UPDATED,"п. 1181 п.002"
19961,1184,UPDATED,"Замена аварийного вентилятора из трюма."
19952,1186,UPDATED,"Изменение размеров"
19954,1187,UPDATED,"Замена длинны ремня . поз. 23"
20311,1188,UPDATED,"Замечания к ч. 200101-702-001"
19968,1189,UPDATED,"701-001 Насыщение шп. 32"
20354,1190,UPDATED,"Замечания к ч. 200101-582-009"
19972,1191,UPDATED,"722-001 ТТ"
19978,1192,UPDATED,"821-003 п. 001 и п. 003"
20007,1193,UPDATED,"Приток в пом. ХМ кондиционера"
20006,1194,UPDATED,"Расположение сварочного аппарата в мех мастерской"
20002,1195,UPDATED,"582-001  п.042"
22168,1196,UPDATED,"добавление трапа в секцию 215"
20014,1197,UPDATED,"Навесное оборудование редуктора 404-405."
20008,1199,UPDATED,"Монтаж ГД"
22209,1200,UPDATED,"Отсутствие продолжения поручней наклоных трапов"
20023,1201,UPDATED,"Согласование замен"
20358,1202,UPDATED,"721-001 Подключение к механизмам"
22207,1203,UPDATED,"О замечаниях, выявленных в ходе предъявления монтажа наклонных трапов"
20019,1205,UPDATED,"Встроенный фильтр на охладитель ГД №1 и №2"
20030,1206,UPDATED,"582-001 Толщина стенки трубы!"
20018,1207,UPDATED,"Анулировать паддон с БЗК клапанов."
20058,1209,UPDATED,"Согласование замен"
20059,1210,UPDATED,"721-001  Укахать приварыш"
20017,1211,UPDATED,"Привести в соответсвие расположение арматуры с ПДСП схемой."
22477,1212,UPDATED,"Корректировка чертежа"
17717,1214,UPDATED,"Актуальность чертежа 03070-743-0007МЧ"
17719,1215,UPDATED,"Охлаждение гидростанции ВРШ"
15554,1216,UPDATED,"-Актуальные чертежи на систему вентиляции 404 зак."
17754,1217,UPDATED,"Расположение светильника в пом. 213 над рабочей зоной"
20929,1218,UPDATED,"710-004 п.001 - бесконечность..."
17765,1219,UPDATED,"Места установки датчиков уровней воды в помещениях"
20930,1220,UPDATED,"581-001 Насыщение"
20105,1221,UPDATED,"701-001 В ревизии новый трубопровод без обозначний"
17770,1222,UPDATED,"Определение технических характеристик гибких соединений"
17786,1223,UPDATED,"Освещение пом. №416"
20112,1224,UPDATED,"412-020 Насыщение"
17771,1225,UPDATED,"Датчики закрытия дверей"
17807,1226,UPDATED,"Монтаж шпигатов кормовых ворот."
17836,1227,UPDATED,"Востановление работоспособности тягипривода жвакогалса-узла крепления концевого участка якорной цепи пр.б. к корпусу судна."
20131,1228,UPDATED,"841-001 п.25"
20130,1229,UPDATED,"734-002 Математическая точность"
21069,1230,UPDATED,"701-001 п.114-115"
20134,1231,UPDATED,"412-020 Как начертили , так и получилось"
20883,1232,UPDATED,"Замечания к ч. 200101-263-701.24"
17853,1233,UPDATED,"Вырез под кабельную трассу в МО"
17854,1234,UPDATED,"Подключение гидравлики напорного трубопровода подруливающего устройства"
17855,1235,UPDATED,"Оформление УШ №25"
17940,1236,UPDATED,"Смазка редуктора"
17863,1237,UPDATED,"Баластировка судна при испытаний грузовых стрел."
18185,1238,UPDATED,"Предварительная ведомость трубопроводов на проект 200101"
22803,1239,UPDATED,"Добавление узла крепления вьюшек поз. 435.043, 435.042, 435.041, 435.037."
18174,1241,UPDATED,"Система гидравлики рулевого устройства."
20312,1242,UPDATED,"702-001 Нет трубы п.105"
18399,1243,UPDATED,"Фундамент под н-с перекачки масла в реф. отделении."
17939,1244,UPDATED,"Система газовыпуска"
18414,1245,UPDATED,"Решетчатый настил в районе -6...9 шп. ЛБ"
18062,1246,UPDATED,"Точки подключения к дейдвудному уплотнению"
17690,1248,UPDATED,"Подключение носовой гидростанции"
17706,1249,UPDATED,"Нет возможности выдержать указанную в чертеже высоту 2100мм"
17707,1250,UPDATED,"Места вывода кабеля"
20244,1251,UPDATED,"701-001 Насыщение п.0225"
18147,1252,UPDATED,"03070-453-0003 установка тали МО"
20265,1254,UPDATED,"702-001 п 058"
21442,1255,UPDATED,"743-001 Фланец-заглушка"
20292,1256,UPDATED,"Проверка документа NR002-804-001"
20293,1257,UPDATED,"Замечания"
20294,1258,UPDATED,"Замечание"
20295,1259,UPDATED,"805-001 Насыщение п. 1121 , 1141"
20306,1260,UPDATED,"805-001 Отсутвует насыщение"
18478,1261,UPDATED,"Система охлаждения пресной водой"
19176,1262,UPDATED,"Расположение лючков для доступа к оборудованию, кабель-трассам, вентканалам, соеденениям систем."
20290,1263,UPDATED,"Проверка документа"
17631,1264,UPDATED,"Расположение камер видеонаблюдения"
17675,1265,UPDATED,"03070-891-001Э4"
17692,1266,UPDATED,"Дренажные клапана"
17729,1267,UPDATED,"Согласовать вырез для прокладки кабеля"
17731,1268,UPDATED,"Фундамент"
18859,1269,UPDATED,"Разработка чертежа"
17723,1270,UPDATED,"Несоответствие РКД и ПДСП"
19169,1271,UPDATED,"Осушение балластных цистерн пресной воды №1А, №33."
19252,1272,UPDATED,"Корректировка чертежа в части арматуры по системе вентиляции."
19802,1273,UPDATED,"Внести изменение в чертеж по трап-сходни согласно выполненным работам ."
19123,1274,UPDATED,"Диаметр трубопроводов п. 095 и п. 088"
19335,1275,UPDATED,"Путаем борта!"
21305,1276,UPDATED,"Замена материала"
19926,1277,UPDATED,"Изменение размеров"
20015,1279,UPDATED,"Некоректная работа грузовых стрел"
22971,1281,UPDATED,"Монтаж приборов рыбопоискового оборудования"
20052,1282,UPDATED,"405 Установка валогенератора"
20104,1283,UPDATED,"582-001 Покрытие, перфорация"
20133,1284,UPDATED,"710-002  Возможное пересечение с ГДГ"
20365,1285,UPDATED,"Замечания к ч. 200101-263-404.2.8"
20387,1286,UPDATED,"Замечания к ч.200101-263-831.9"
20331,1287,UPDATED,"Оформление"
20339,1288,UPDATED,"Замечания"
20335,1289,UPDATED,"Замечания"
20334,1290,UPDATED,"Замечания"
20337,1291,UPDATED,"702-001 Насыщение"
20343,1292,UPDATED,"Замечания"
20344,1293,UPDATED,"Замечания к ч. 200101-803-007"
22877,1295,UPDATED,"Изменение узла В (Крепление ребра к полособульбе )."
20363,1296,UPDATED,"Замечания к ч. 200101-577-003"
20340,1297,UPDATED,"Проверка документа"
20167,1298,UPDATED,"Узел крепления ГДГ к фундаменту"
20398,1299,UPDATED,"Замечания к ч. 200101-263-404"
20397,1300,UPDATED,"Замечания к чертежу 200101-263-406"
20399,1301,UPDATED,"Замечания к ч. 200101-263-405"
20442,1302,UPDATED,"721-001 Электроизолируещее соединение"
20403,1303,UPDATED,"Замечания к ч. 200101-312-002"
20411,1304,UPDATED,"701-001 п.202"
20274,1305,UPDATED,"Проверка документа"
20342,1306,UPDATED,"Замечания к BS07"
22241,1309,UPDATED,"не установить поясок."
20436,1311,UPDATED,"Замечания к ч.200101-2222-611_rev.C"
20505,1314,UPDATED,"701-001 п.159"
20498,1315,UPDATED,"Замечания к ч. NR002-400-002"
20984,1316,UPDATED,"710-001 п. 008"
20896,1318,UPDATED,"Замечания к ч.200101-228-571.2"
20952,1320,UPDATED,"Вопрос по ч. 200101-263-577.4 (монтаж электрического подогревателя котла)"
22675,1321,UPDATED,"Уточнение документа"
22332,1322,UPDATED,"Вид 22шп. полособульб не примыкает к фундаменту грузового крана"
21158,1323,UPDATED,"Замечания к ч.200101-228-574.3"
22295,1324,UPDATED,"Несогласованность документации"
22163,1325,UPDATED,"Окраска внутренней поверхности фундаментов кранов  ч.200101-263-331.1 revB"
21015,1326,UPDATED,"Согласование"
22203,1327,UPDATED,"Устранение замечания по вентиляционным каналам"
21011,1328,UPDATED,"821-001 Подключение к сепараторам"
21016,1329,UPDATED,"813-001 Насыщение"
22229,1330,UPDATED,"Замена труб с ГОСТа 8732-78 на ГОСТ 3262"
22581,1331,UPDATED,"Опора крана ."
21040,1333,UPDATED,"Замечания к ч. 200101-263-571.4"
21052,1334,UPDATED,"Замечания к ч. 200101-263-710.22"
21051,1336,UPDATED,"Замечания к ч. 200101-263-701.2"
21270,1338,UPDATED,"Согласование чертежа 200101-705-001"
21267,1339,UPDATED,"Согласование чертежа"
21562,1340,UPDATED,"Изменение узла крепления вертикального трапа"
22738,1346,UPDATED,"Доступ к ручным органам управления носовых грузовых кранов и доступ к раскреплению грузовых гаков по походному."
21266,1348,UPDATED,"Согласование чертежа 200101-582-005"
22277,1349,UPDATED,"Установка дополнительного поручня наклонных трапов"
21247,1350,UPDATED,"701-001 п.189"
21041,1351,UPDATED,"Замечания к ч. 200101-263-571.9"
21268,1352,UPDATED,"Согласование чертежа 200101-734-003"
21290,1355,UPDATED,"Замечания черт. 200101-581-002"
21297,1359,UPDATED,"Согласование ч.200101-263-574.17"
21298,1360,UPDATED,"813-001 п.0245"
21112,1361,UPDATED,"821-001, 582-001 Установка обработки сточных вод"
21335,1364,UPDATED,"Замечания черт. 200101-821-001"
21292,1365,UPDATED,"Согласование ч.200101-263-410"
21312,1366,UPDATED,"Согласование ч.200101-228-574.10"
21295,1367,UPDATED,"Замечания черт.200101-743-001"
21563,1368,UPDATED,"Добавление размеров в чертеж 200101-525-009"
21622,1369,UPDATED,"Фундамент электрического подогревателя системы отопления."
21316,1370,UPDATED,"Замечания черт.200101-701-001"
22961,1374,UPDATED,"Поручни, трапы для доступа к крышкам ВГН системы вентиляции"
21723,1375,UPDATED,"Монтаж вытяжного вентилятора BE-05"
21756,1377,UPDATED,"Внесение корректировки"
23012,1378,UPDATED,"Проработка замены швартовной гайки"
22661,1380,UPDATED,"Несогласованность документа"
22673,1381,UPDATED,"Уточнение документа"
21802,1383,UPDATED,"Замечания Заказчика"
21279,1384,UPDATED,"Согласование ч.200101-263-871.1"
21225,1385,UPDATED,"Замечания к ч.200101-263-409"
21200,1386,UPDATED,"Согласование чертежа 200101-263-400.10 рев.А"
21294,1387,UPDATED,"Согласование ч.200101-263-574.21"
22733,1388,UPDATED,"Фиксация по походному свободных концов гидравлических цилиндров телескопической стрелы грузовых кранов."
21859,1390,UPDATED,"Монтаж ВДГ"
9879,1391,UPDATED,"-корректировка чертежа"
16044,1392,UPDATED,"-корректировка чертежа"
10234,1394,UPDATED,"-Замечания заказчика"
14570,1395,UPDATED,"-выпустить КР (ОР) на настил"
14481,1396,UPDATED,"-корректировка чертежа"
14326,1397,UPDATED,"-изменение чертежа для сдачи"
11165,1398,UPDATED,"-инспекционные лючки и дверцы"
15576,1399,UPDATED,"-замена крепежного изделия"
14484,1400,UPDATED,"корректировка зашивки в каюте капитана"
21865,1401,UPDATED,"удалитель воздуха Danfoss"
21265,1402,UPDATED,"Согласование чертежа 200101-581-009"
21796,1403,UPDATED,"Замечание РС"
23007,1404,UPDATED,"Металлизация помещения 1204"
21053,1405,UPDATED,"Замечания к ч. 200101-263-721.28"
21049,1406,UPDATED,"Замечания к ч. 200101-263-648.1.1"
21884,1407,UPDATED,"несоответствие кол-ва материалла"
20904,1410,UPDATED,"721-001 Компенсаторы !!!"
20484,1411,UPDATED,"821-001 п. 156 п. 164"
21904,1414,UPDATED,"Управление клапаном поз.126"
21426,1415,UPDATED,"Корректировка чертежа 200101-872-005"
21695,1416,UPDATED,"Применение фасонных частей для изготовления трубопроводов"
21919,1417,UPDATED,"Схема контроля сварных швов"
21269,1420,UPDATED,"Согласование чертежа 200101-821-002"
23068,1422,UPDATED,"Границы цистерны попадают на  марки осадки. Цистерна № 21 в районе 10шп."
23431,1423,UPDATED,"Монтаж инсинератора"
23108,1425,UPDATED,"Трубопровод системы аммиака, выходящий из экономайзера Erkasis 360l (поз 9.01) будет упираться в кабельтрассу на кормовой переборке. Помещении холодильных машин. В связи с чем, прошу рассмотреть возможность выхода из сложившиеся ситуации."
23150,1426,UPDATED,"Разработка и внедрение межпереборочной соединительной муфты для патрубков ВГН системы вентиляции."
23559,1427,UPDATED,"Замена арматуры."
23009,1428,UPDATED,"Дополнение к ведомости окраски и грунтовки корпуса 200101-101-107"
22769,1429,UPDATED,"240402-263-2036"
23196,1430,UPDATED,"Забойная труба на насос"
23302,1435,UPDATED,"Исправить узел крепления в спецификации"
23200,1436,UPDATED,"Заземление трансформаторов в помещении ВРК"
23174,1439,UPDATED,"Согласование"
23198,1444,UPDATED,"Поддон для отбора проб с системы приема и перекачки топлива"
23343,1449,UPDATED,"Монтаж баллонов пускового воздуха. Поз731.004, 731.003 в МО"
23349,1450,UPDATED,"Монтаж компрессоров пускового воздуха"
23393,1451,UPDATED,"Исправить расположение трансформаторов в ПДСП NR002-870-001"
23478,1452,UPDATED,"Приварное насыщение"
23285,1453,UPDATED,"Исправить узел сварки ВДГ"
23268,1454,UPDATED,"Внести изменения по леерному ограждению на верхней палубе бака ."
23430,1455,UPDATED,"Назначение ребер жесткости"
23479,1457,UPDATED,"Труба попадает на жёсткость."
23464,1458,UPDATED,"Внести изменения в координаты чертежа ."
23477,1459,UPDATED,"Трассировка трубопроводов и приварное насыщение"
23515,1460,UPDATED,"Узел заземления брашпиля"
23323,1462,UPDATED,"Обеспечение доступа в кабельные шахты"
23447,1463,UPDATED,"Замечания РС по документации_Расположение и установка основного электрооборудования по судну"
23498,1464,UPDATED,"Люковые закрытия на нижней палубе бака и траловой палубе"
23501,1473,UPDATED,"Приварка иллюминаторов"
23492,1474,UPDATED,"Корректировка чертежа"
23010,1475,UPDATED,"Разработка сьемного листа для приточного вентилятора 574.014."
23499,1476,UPDATED,"Приварка иллюминаторов"
23301,1478,UPDATED,"Вопрос по узлу крепления и заземлению"
23514,1479,UPDATED,"Изменить узел крепления в спецификации"
23289,1480,UPDATED,"Материал для противопожарных прокладок на систему вентиляции и кондиционирования."
23100,1481,UPDATED,"Внести изменение в чертеж ."
23075,1482,UPDATED,"Внести измение в чертеж."
23561,1483,UPDATED,"Заземление пультов компрессоров 200101-263-731.1"
23576,1486,UPDATED,"Система водяного пожаротушения (ч. 200100-813-001)"
23600,1487,UPDATED,"Корректировка чертежа."
23589,1488,UPDATED,"Проблема с монтажом вент. трубы поз. 007"
23709,1489,UPDATED,"Тип помещения"
23723,1492,UPDATED,"Уточнение мест номера ИМО"
23724,1493,UPDATED,"Нумерация деталей. Не полная спецификация"
23794,1496,UPDATED,"Вопросы по спецификации 200101-821-003СП"
23599,1498,UPDATED,"Трассировка трубопроводов."
23601,1499,UPDATED,"Выпустить новую ревизию."
23602,1500,UPDATED,"Уточнить размер головины ."
23834,1501,UPDATED,"Катодная защита"
23856,1504,UPDATED,"Ошибка версии в рамке"
23858,1505,UPDATED,"Уточнение установки деталей"
23857,1506,UPDATED,"Количество деталей"
23854,1507,UPDATED,"Корректировка чертежа"
23855,1508,UPDATED,"Уточнение тех. требований"
23866,1510,UPDATED,"Замечание РС"
23865,1511,UPDATED,"Насос осушения не помещается в колодец"
23859,1515,UPDATED,"Корректировка чертежа"
23951,1516,UPDATED,"Дороботка чертежа вертикальных трапов в цистернах."
23965,1525,UPDATED,"Замена трубопровода."
23974,1527,UPDATED,"Неуказанные размеры"
23981,1528,UPDATED,"Разворот аксов стола операторской станции"
23984,1529,UPDATED,"Новая ревизия"
24024,1533,UPDATED,"Замена арматуры."
